,Unnamed: 0,location,capital,lat,lon,year,month,new_cases,date,richter,date-2
8822,8822,Tanzania,Dodoma,-6.08,35.45,2020,3,190,3/1/2020,3,20-Mar
8823,8823,Tanzania,Dodoma,-6.08,35.45,2020,4,4480,4/1/2020,4,20-Apr
8824,8824,Tanzania,Dodoma,-6.08,35.45,2020,5,20,5/1/2020,2,20-May
8825,8825,Tanzania,Dodoma,-6.08,35.45,2020,6,20,6/1/2020,2,20-Jun
8826,8826,Tanzania,Dodoma,-6.08,35.45,2020,7,0,7/1/2020,0,20-Jul
8827,8827,Tanzania,Dodoma,-6.08,35.45,2020,8,300,8/1/2020,3,20-Aug
8828,8828,Tanzania,Dodoma,-6.08,35.45,2020,9,0,9/1/2020,0,20-Sep
8829,8829,Tanzania,Dodoma,-6.08,35.45,2020,10,70,10/1/2020,2,20-Oct
8830,8830,Tanzania,Dodoma,-6.08,35.45,2020,11,0,11/1/2020,0,20-Nov
8831,8831,Tanzania,Dodoma,-6.08,35.45,2020,12,0,12/1/2020,0,20-Dec
8832,8832,Tanzania,Dodoma,-6.08,35.45,2021,1,0,1/1/2021,0,21-Jan
8833,8833,Tanzania,Dodoma,-6.08,35.45,2021,2,0,2/1/2021,0,21-Feb
8834,8834,Tanzania,Dodoma,-6.08,35.45,2021,3,0,3/1/2021,0,21-Mar
8835,8835,Tanzania,Dodoma,-6.08,35.45,2021,4,420,4/1/2021,3,21-Apr
8836,8836,Tanzania,Dodoma,-6.08,35.45,2021,5,1110,5/1/2021,4,21-May
8837,8837,Tanzania,Dodoma,-6.08,35.45,2021,6,0,6/1/2021,0,21-Jun
8838,8838,Tanzania,Dodoma,-6.08,35.45,2021,7,5080,7/1/2021,4,21-Jul
8839,8839,Tanzania,Dodoma,-6.08,35.45,2021,8,390,8/1/2021,3,21-Aug
8840,8840,Tanzania,Dodoma,-6.08,35.45,2021,9,244790,9/1/2021,6,21-Sep
8841,8841,Tanzania,Dodoma,-6.08,35.45,2021,10,4700,10/1/2021,4,21-Oct
8842,8842,Tanzania,Dodoma,-6.08,35.45,2021,11,740,11/1/2021,3,21-Nov
8843,8843,Tanzania,Dodoma,-6.08,35.45,2021,12,30740,12/1/2021,5,21-Dec
8844,8844,Tanzania,Dodoma,-6.08,35.45,2022,1,28000,1/1/2022,5,22-Jan
8845,8845,Tanzania,Dodoma,-6.08,35.45,2022,2,1840,2/1/2022,4,22-Feb
8846,8846,Tanzania,Dodoma,-6.08,35.45,2022,3,4440,3/1/2022,4,22-Mar
8847,8847,Tanzania,Dodoma,-6.08,35.45,2022,4,210,4/1/2022,3,22-Apr
8848,8848,Tanzania,Dodoma,-6.08,35.45,2022,5,15700,5/1/2022,5,22-May
8849,8849,Tanzania,Dodoma,-6.08,35.45,2022,6,5640,6/1/2022,4,22-Jun
8850,8850,Tanzania,Dodoma,-6.08,35.45,2022,7,15530,7/1/2022,5,22-Jul
8851,8851,Tanzania,Dodoma,-6.08,35.45,2022,8,5070,8/1/2022,4,22-Aug
8852,8852,Tanzania,Dodoma,-6.08,35.45,2022,9,5840,9/1/2022,4,22-Sep
8853,8853,Tanzania,Dodoma,-6.08,35.45,2022,10,21610,10/1/2022,5,22-Oct
8854,8854,Tanzania,Dodoma,-6.08,35.45,2022,11,9100,11/1/2022,4,22-Nov
8855,8855,Tanzania,Dodoma,-6.08,35.45,2022,12,17470,12/1/2022,5,22-Dec
8856,8856,Tanzania,Dodoma,-6.08,35.45,2023,1,2200,1/1/2023,4,23-Jan
8857,8857,Tanzania,Dodoma,-6.08,35.45,2023,2,1060,2/1/2023,4,23-Feb
8858,8858,Tanzania,Dodoma,-6.08,35.45,2023,3,0,3/1/2023,0,23-Mar
8859,8859,Tanzania,Dodoma,-6.08,35.45,2023,4,0,4/1/2023,0,23-Apr
8860,8860,Tanzania,Dodoma,-6.08,35.45,2023,5,0,5/1/2023,0,23-May
8861,8861,Tanzania,Dodoma,-6.08,35.45,2023,6,0,6/1/2023,0,23-Jun
8862,8862,Tanzania,Dodoma,-6.08,35.45,2023,7,0,7/1/2023,0,23-Jul
8863,8863,Tanzania,Dodoma,-6.08,35.45,2023,8,530,8/1/2023,3,23-Aug
8864,8864,Tanzania,Dodoma,-6.08,35.45,2023,9,450,9/1/2023,3,23-Sep
8865,8865,Tanzania,Dodoma,-6.08,35.45,2023,10,0,10/1/2023,0,23-Oct
8866,8866,Tanzania,Dodoma,-6.08,35.45,2023,11,710,11/1/2023,3,23-Nov
8867,8867,Tanzania,Dodoma,-6.08,35.45,2023,12,0,12/1/2023,0,23-Dec
8868,8868,Thailand,Bangkok,13.45,100.35,2020,1,1700,1/1/2020,4,20-Jan
8869,8869,Thailand,Bangkok,13.45,100.35,2020,2,1670,2/1/2020,4,20-Feb
8870,8870,Thailand,Bangkok,13.45,100.35,2020,3,17230,3/1/2020,5,20-Mar
8871,8871,Thailand,Bangkok,13.45,100.35,2020,4,5660,4/1/2020,4,20-Apr
8872,8872,Thailand,Bangkok,13.45,100.35,2020,5,2210,5/1/2020,4,20-May
8873,8873,Thailand,Bangkok,13.45,100.35,2020,6,1420,6/1/2020,4,20-Jun
8874,8874,Thailand,Bangkok,13.45,100.35,2020,7,2100,7/1/2020,4,20-Jul
8875,8875,Thailand,Bangkok,13.45,100.35,2020,8,2280,8/1/2020,4,20-Aug
8876,8876,Thailand,Bangkok,13.45,100.35,2020,9,2010,9/1/2020,4,20-Sep
8877,8877,Thailand,Bangkok,13.45,100.35,2020,10,2360,10/1/2020,4,20-Oct
8878,8878,Thailand,Bangkok,13.45,100.35,2020,11,2410,11/1/2020,4,20-Nov
8879,8879,Thailand,Bangkok,13.45,100.35,2020,12,27770,12/1/2020,5,20-Dec
8880,8880,Thailand,Bangkok,13.45,100.35,2021,1,764570,1/1/2021,6,21-Jan
8881,8881,Thailand,Bangkok,13.45,100.35,2021,2,711380,2/1/2021,6,21-Feb
8882,8882,Thailand,Bangkok,13.45,100.35,2021,3,725430,3/1/2021,6,21-Mar
8883,8883,Thailand,Bangkok,13.45,100.35,2021,4,1035050,4/1/2021,7,21-Apr
8884,8884,Thailand,Bangkok,13.45,100.35,2021,5,1424610,5/1/2021,7,21-May
8885,8885,Thailand,Bangkok,13.45,100.35,2021,6,1350670,6/1/2021,7,21-Jun
8886,8886,Thailand,Bangkok,13.45,100.35,2021,7,3225270,7/1/2021,7,21-Jul
8887,8887,Thailand,Bangkok,13.45,100.35,2021,8,4344730,8/1/2021,7,21-Aug
8888,8888,Thailand,Bangkok,13.45,100.35,2021,9,2937490,9/1/2021,7,21-Sep
8889,8889,Thailand,Bangkok,13.45,100.35,2021,10,2523900,10/1/2021,7,21-Oct
8890,8890,Thailand,Bangkok,13.45,100.35,2021,11,1846600,11/1/2021,7,21-Nov
8891,8891,Thailand,Bangkok,13.45,100.35,2021,12,1275810,12/1/2021,7,21-Dec
8892,8892,Thailand,Bangkok,13.45,100.35,2022,1,2298250,1/1/2022,7,22-Jan
8893,8893,Thailand,Bangkok,13.45,100.35,2022,2,3951800,2/1/2022,7,22-Feb
8894,8894,Thailand,Bangkok,13.45,100.35,2022,3,5484850,3/1/2022,7,22-Mar
8895,8895,Thailand,Bangkok,13.45,100.35,2022,4,4090020,4/1/2022,7,22-Apr
8896,8896,Thailand,Bangkok,13.45,100.35,2022,5,1832430,5/1/2022,7,22-May
8897,8897,Thailand,Bangkok,13.45,100.35,2022,6,1197480,6/1/2022,7,22-Jun
8898,8898,Thailand,Bangkok,13.45,100.35,2022,7,1230680,7/1/2022,7,22-Jul
8899,8899,Thailand,Bangkok,13.45,100.35,2022,8,1130740,8/1/2022,7,22-Aug
8900,8900,Thailand,Bangkok,13.45,100.35,2022,9,975310,9/1/2022,6,22-Sep
8901,8901,Thailand,Bangkok,13.45,100.35,2022,10,956660,10/1/2022,6,22-Oct
8902,8902,Thailand,Bangkok,13.45,100.35,2022,11,1023460,11/1/2022,7,22-Nov
8903,8903,Thailand,Bangkok,13.45,100.35,2022,12,905470,12/1/2022,6,22-Dec
8904,8904,Thailand,Bangkok,13.45,100.35,2023,1,41790,1/1/2023,5,23-Jan
8905,8905,Thailand,Bangkok,13.45,100.35,2023,2,4070,2/1/2023,4,23-Feb
8906,8906,Thailand,Bangkok,13.45,100.35,2023,3,0,3/1/2023,0,23-Mar
8907,8907,Thailand,Bangkok,13.45,100.35,2023,4,0,4/1/2023,0,23-Apr
8908,8908,Thailand,Bangkok,13.45,100.35,2023,5,2520,5/1/2023,4,23-May
8909,8909,Thailand,Bangkok,13.45,100.35,2023,6,0,6/1/2023,0,23-Jun
8910,8910,Thailand,Bangkok,13.45,100.35,2023,7,0,7/1/2023,0,23-Jul
8911,8911,Thailand,Bangkok,13.45,100.35,2023,8,9970,8/1/2023,4,23-Aug
8912,8912,Thailand,Bangkok,13.45,100.35,2023,9,0,9/1/2023,0,23-Sep
8913,8913,Thailand,Bangkok,13.45,100.35,2023,10,0,10/1/2023,0,23-Oct
8914,8914,Thailand,Bangkok,13.45,100.35,2023,11,0,11/1/2023,0,23-Nov
8915,8915,Thailand,Bangkok,13.45,100.35,2023,12,3920,12/1/2023,4,23-Dec
8916,8916,Timor,Dili,-8.29,125.34,2020,1,0,1/1/2020,0,20-Jan
8917,8917,Timor,Dili,-8.29,125.34,2020,2,10,2/1/2020,2,20-Feb
8918,8918,Timor,Dili,-8.29,125.34,2020,3,10,3/1/2020,2,20-Mar
8919,8919,Timor,Dili,-8.29,125.34,2020,4,230,4/1/2020,3,20-Apr
8920,8920,Timor,Dili,-8.29,125.34,2020,5,0,5/1/2020,0,20-May
8921,8921,Timor,Dili,-8.29,125.34,2020,6,0,6/1/2020,0,20-Jun
8922,8922,Timor,Dili,-8.29,125.34,2020,7,0,7/1/2020,0,20-Jul
8923,8923,Timor,Dili,-8.29,125.34,2020,8,20,8/1/2020,2,20-Aug
8924,8924,Timor,Dili,-8.29,125.34,2020,9,10,9/1/2020,2,20-Sep
8925,8925,Timor,Dili,-8.29,125.34,2020,10,20,10/1/2020,2,20-Oct
8926,8926,Timor,Dili,-8.29,125.34,2020,11,0,11/1/2020,0,20-Nov
8927,8927,Timor,Dili,-8.29,125.34,2020,12,140,12/1/2020,3,20-Dec
8928,8928,Timor,Dili,-8.29,125.34,2021,1,6490,1/1/2021,4,21-Jan
8929,8929,Timor,Dili,-8.29,125.34,2021,2,7380,2/1/2021,4,21-Feb
8930,8930,Timor,Dili,-8.29,125.34,2021,3,10660,3/1/2021,5,21-Mar
8931,8931,Timor,Dili,-8.29,125.34,2021,4,16540,4/1/2021,5,21-Apr
8932,8932,Timor,Dili,-8.29,125.34,2021,5,39910,5/1/2021,5,21-May
8933,8933,Timor,Dili,-8.29,125.34,2021,6,14670,6/1/2021,5,21-Jun
8934,8934,Timor,Dili,-8.29,125.34,2021,7,14940,7/1/2021,5,21-Jul
8935,8935,Timor,Dili,-8.29,125.34,2021,8,52660,8/1/2021,5,21-Aug
8936,8936,Timor,Dili,-8.29,125.34,2021,9,16680,9/1/2021,5,21-Sep
8937,8937,Timor,Dili,-8.29,125.34,2021,10,7860,10/1/2021,4,21-Oct
8938,8938,Timor,Dili,-8.29,125.34,2021,11,5020,11/1/2021,4,21-Nov
8939,8939,Timor,Dili,-8.29,125.34,2021,12,5120,12/1/2021,4,21-Dec
8940,8940,Timor,Dili,-8.29,125.34,2022,1,2740,1/1/2022,4,22-Jan
8941,8941,Timor,Dili,-8.29,125.34,2022,2,12360,2/1/2022,5,22-Feb
8942,8942,Timor,Dili,-8.29,125.34,2022,3,1040,3/1/2022,4,22-Mar
8943,8943,Timor,Dili,-8.29,125.34,2022,4,970,4/1/2022,3,22-Apr
8944,8944,Timor,Dili,-8.29,125.34,2022,5,1490,5/1/2022,4,22-May
8945,8945,Timor,Dili,-8.29,125.34,2022,6,1420,6/1/2022,4,22-Jun
8946,8946,Timor,Dili,-8.29,125.34,2022,7,1660,7/1/2022,4,22-Jul
8947,8947,Timor,Dili,-8.29,125.34,2022,8,3650,8/1/2022,4,22-Aug
8948,8948,Timor,Dili,-8.29,125.34,2022,9,2620,9/1/2022,4,22-Sep
8949,8949,Timor,Dili,-8.29,125.34,2022,10,2780,10/1/2022,4,22-Oct
8950,8950,Timor,Dili,-8.29,125.34,2022,11,2890,11/1/2022,4,22-Nov
8951,8951,Timor,Dili,-8.29,125.34,2022,12,1920,12/1/2022,4,22-Dec
8952,8952,Timor,Dili,-8.29,125.34,2023,1,100,1/1/2023,3,23-Jan
8953,8953,Timor,Dili,-8.29,125.34,2023,2,20,2/1/2023,2,23-Feb
8954,8954,Timor,Dili,-8.29,125.34,2023,3,110,3/1/2023,3,23-Mar
8955,8955,Timor,Dili,-8.29,125.34,2023,4,0,4/1/2023,0,23-Apr
8956,8956,Timor,Dili,-8.29,125.34,2023,5,20,5/1/2023,2,23-May
8957,8957,Timor,Dili,-8.29,125.34,2023,6,40,6/1/2023,2,23-Jun
8958,8958,Timor,Dili,-8.29,125.34,2023,7,0,7/1/2023,0,23-Jul
8959,8959,Timor,Dili,-8.29,125.34,2023,8,0,8/1/2023,0,23-Aug
8960,8960,Timor,Dili,-8.29,125.34,2023,9,10,9/1/2023,2,23-Sep
8961,8961,Timor,Dili,-8.29,125.34,2023,10,0,10/1/2023,0,23-Oct
8962,8962,Timor,Dili,-8.29,125.34,2023,11,10,11/1/2023,2,23-Nov
8963,8963,Timor,Dili,-8.29,125.34,2023,12,10,12/1/2023,2,23-Dec
8964,8964,Togo,Lome,6.09,1.2,2020,1,1280,1/1/2020,4,20-Jan
8965,8965,Togo,Lome,6.09,1.2,2020,2,650,2/1/2020,3,20-Feb
8966,8966,Togo,Lome,6.09,1.2,2020,3,1340,3/1/2020,4,20-Mar
8967,8967,Togo,Lome,6.09,1.2,2020,4,1380,4/1/2020,4,20-Apr
8968,8968,Togo,Lome,6.09,1.2,2020,5,3510,5/1/2020,4,20-May
8969,8969,Togo,Lome,6.09,1.2,2020,6,2430,6/1/2020,4,20-Jun
8970,8970,Togo,Lome,6.09,1.2,2020,7,3290,7/1/2020,4,20-Jul
8971,8971,Togo,Lome,6.09,1.2,2020,8,4320,8/1/2020,4,20-Aug
8972,8972,Togo,Lome,6.09,1.2,2020,9,3220,9/1/2020,4,20-Sep
8973,8973,Togo,Lome,6.09,1.2,2020,10,5290,10/1/2020,4,20-Oct
8974,8974,Togo,Lome,6.09,1.2,2020,11,4520,11/1/2020,4,20-Nov
8975,8975,Togo,Lome,6.09,1.2,2020,12,5100,12/1/2020,4,20-Dec
8976,8976,Togo,Lome,6.09,1.2,2021,1,19780,1/1/2021,5,21-Jan
8977,8977,Togo,Lome,6.09,1.2,2021,2,20080,2/1/2021,5,21-Feb
8978,8978,Togo,Lome,6.09,1.2,2021,3,31320,3/1/2021,5,21-Mar
8979,8979,Togo,Lome,6.09,1.2,2021,4,18400,4/1/2021,5,21-Apr
8980,8980,Togo,Lome,6.09,1.2,2021,5,9750,5/1/2021,4,21-May
8981,8981,Togo,Lome,6.09,1.2,2021,6,10580,6/1/2021,5,21-Jun
8982,8982,Togo,Lome,6.09,1.2,2021,7,23600,7/1/2021,5,21-Jul
8983,8983,Togo,Lome,6.09,1.2,2021,8,45000,8/1/2021,5,21-Aug
8984,8984,Togo,Lome,6.09,1.2,2021,9,25930,9/1/2021,5,21-Sep
8985,8985,Togo,Lome,6.09,1.2,2021,10,9840,10/1/2021,4,21-Oct
8986,8986,Togo,Lome,6.09,1.2,2021,11,7850,11/1/2021,4,21-Nov
8987,8987,Togo,Lome,6.09,1.2,2021,12,43170,12/1/2021,5,21-Dec
8988,8988,Togo,Lome,6.09,1.2,2022,1,15020,1/1/2022,5,22-Jan
8989,8989,Togo,Lome,6.09,1.2,2022,2,12720,2/1/2022,5,22-Feb
8990,8990,Togo,Lome,6.09,1.2,2022,3,4130,3/1/2022,4,22-Mar
8991,8991,Togo,Lome,6.09,1.2,2022,4,4020,4/1/2022,4,22-Apr
8992,8992,Togo,Lome,6.09,1.2,2022,5,9970,5/1/2022,4,22-May
8993,8993,Togo,Lome,6.09,1.2,2022,6,8310,6/1/2022,4,22-Jun
8994,8994,Togo,Lome,6.09,1.2,2022,7,10650,7/1/2022,5,22-Jul
8995,8995,Togo,Lome,6.09,1.2,2022,8,6480,8/1/2022,4,22-Aug
8996,8996,Togo,Lome,6.09,1.2,2022,9,4670,9/1/2022,4,22-Sep
8997,8997,Togo,Lome,6.09,1.2,2022,10,6720,10/1/2022,4,22-Oct
8998,8998,Togo,Lome,6.09,1.2,2022,11,3780,11/1/2022,4,22-Nov
8999,8999,Togo,Lome,6.09,1.2,2022,12,5330,12/1/2022,4,22-Dec
9000,9000,Togo,Lome,6.09,1.2,2023,1,40,1/1/2023,2,23-Jan
9001,9001,Togo,Lome,6.09,1.2,2023,2,210,2/1/2023,3,23-Feb
9002,9002,Togo,Lome,6.09,1.2,2023,3,10,3/1/2023,2,23-Mar
9003,9003,Togo,Lome,6.09,1.2,2023,4,80,4/1/2023,2,23-Apr
9004,9004,Togo,Lome,6.09,1.2,2023,5,20,5/1/2023,2,23-May
9005,9005,Togo,Lome,6.09,1.2,2023,6,20,6/1/2023,2,23-Jun
9006,9006,Togo,Lome,6.09,1.2,2023,7,10,7/1/2023,2,23-Jul
9007,9007,Togo,Lome,6.09,1.2,2023,8,0,8/1/2023,0,23-Aug
9008,9008,Togo,Lome,6.09,1.2,2023,9,30,9/1/2023,2,23-Sep
9009,9009,Togo,Lome,6.09,1.2,2023,10,0,10/1/2023,0,23-Oct
9010,9010,Togo,Lome,6.09,1.2,2023,11,10,11/1/2023,2,23-Nov
9011,9011,Togo,Lome,6.09,1.2,2023,12,40,12/1/2023,2,23-Dec
9012,9012,Tonga,Nuku'alofa,-21.1,-174,2021,1,0,1/1/2021,0,21-Jan
9013,9013,Tonga,Nuku'alofa,-21.1,-174,2021,2,0,2/1/2021,0,21-Feb
9014,9014,Tonga,Nuku'alofa,-21.1,-174,2021,3,0,3/1/2021,0,21-Mar
9015,9015,Tonga,Nuku'alofa,-21.1,-174,2021,4,0,4/1/2021,0,21-Apr
9016,9016,Tonga,Nuku'alofa,-21.1,-174,2021,5,0,5/1/2021,0,21-May
9017,9017,Tonga,Nuku'alofa,-21.1,-174,2021,6,0,6/1/2021,0,21-Jun
9018,9018,Tonga,Nuku'alofa,-21.1,-174,2021,7,0,7/1/2021,0,21-Jul
9019,9019,Tonga,Nuku'alofa,-21.1,-174,2021,8,0,8/1/2021,0,21-Aug
9020,9020,Tonga,Nuku'alofa,-21.1,-174,2021,9,0,9/1/2021,0,21-Sep
9021,9021,Tonga,Nuku'alofa,-21.1,-174,2021,10,10,10/1/2021,2,21-Oct
9022,9022,Tonga,Nuku'alofa,-21.1,-174,2021,11,0,11/1/2021,0,21-Nov
9023,9023,Tonga,Nuku'alofa,-21.1,-174,2021,12,0,12/1/2021,0,21-Dec
9024,9024,Tonga,Nuku'alofa,-21.1,-174,2022,1,2210,1/1/2022,4,22-Jan
9025,9025,Tonga,Nuku'alofa,-21.1,-174,2022,2,15620,2/1/2022,5,22-Feb
9026,9026,Tonga,Nuku'alofa,-21.1,-174,2022,3,54010,3/1/2022,5,22-Mar
9027,9027,Tonga,Nuku'alofa,-21.1,-174,2022,4,18150,4/1/2022,5,22-Apr
9028,9028,Tonga,Nuku'alofa,-21.1,-174,2022,5,13060,5/1/2022,5,22-May
9029,9029,Tonga,Nuku'alofa,-21.1,-174,2022,6,8060,6/1/2022,4,22-Jun
9030,9030,Tonga,Nuku'alofa,-21.1,-174,2022,7,8750,7/1/2022,4,22-Jul
9031,9031,Tonga,Nuku'alofa,-21.1,-174,2022,8,22020,8/1/2022,5,22-Aug
9032,9032,Tonga,Nuku'alofa,-21.1,-174,2022,9,1810,9/1/2022,4,22-Sep
9033,9033,Tonga,Nuku'alofa,-21.1,-174,2022,10,1920,10/1/2022,4,22-Oct
9034,9034,Tonga,Nuku'alofa,-21.1,-174,2022,11,12130,11/1/2022,5,22-Nov
9035,9035,Tonga,Nuku'alofa,-21.1,-174,2022,12,4360,12/1/2022,4,22-Dec
9036,9036,Tonga,Nuku'alofa,-21.1,-174,2023,1,1500,1/1/2023,4,23-Jan
9037,9037,Tonga,Nuku'alofa,-21.1,-174,2023,2,60,2/1/2023,2,23-Feb
9038,9038,Tonga,Nuku'alofa,-21.1,-174,2023,3,2460,3/1/2023,4,23-Mar
9039,9039,Tonga,Nuku'alofa,-21.1,-174,2023,4,0,4/1/2023,0,23-Apr
9040,9040,Tonga,Nuku'alofa,-21.1,-174,2023,5,750,5/1/2023,3,23-May
9041,9041,Tonga,Nuku'alofa,-21.1,-174,2023,6,0,6/1/2023,0,23-Jun
9042,9042,Tonga,Nuku'alofa,-21.1,-174,2023,7,0,7/1/2023,0,23-Jul
9043,9043,Tonga,Nuku'alofa,-21.1,-174,2023,8,0,8/1/2023,0,23-Aug
9044,9044,Tonga,Nuku'alofa,-21.1,-174,2023,9,160,9/1/2023,3,23-Sep
9045,9045,Tonga,Nuku'alofa,-21.1,-174,2023,10,0,10/1/2023,0,23-Oct
9046,9046,Tonga,Nuku'alofa,-21.1,-174,2023,11,1030,11/1/2023,4,23-Nov
9047,9047,Tonga,Nuku'alofa,-21.1,-174,2023,12,0,12/1/2023,0,23-Dec
9048,9048,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2020,1,1120,1/1/2020,4,20-Jan
9049,9049,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2020,2,2140,2/1/2020,4,20-Feb
9050,9050,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2020,3,3120,3/1/2020,4,20-Mar
9051,9051,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2020,4,1440,4/1/2020,4,20-Apr
9052,9052,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2020,5,2300,5/1/2020,4,20-May
9053,9053,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2020,6,1640,6/1/2020,4,20-Jun
9054,9054,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2020,7,1690,7/1/2020,4,20-Jul
9055,9055,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2020,8,16910,8/1/2020,5,20-Aug
9056,9056,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2020,9,18250,9/1/2020,5,20-Sep
9057,9057,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2020,10,7660,10/1/2020,4,20-Oct
9058,9058,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2020,11,9310,11/1/2020,4,20-Nov
9059,9059,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2020,12,5920,12/1/2020,4,20-Dec
9060,9060,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2021,1,23970,1/1/2021,5,21-Jan
9061,9061,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2021,2,23580,2/1/2021,5,21-Feb
9062,9062,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2021,3,30690,3/1/2021,5,21-Mar
9063,9063,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2021,4,49620,4/1/2021,5,21-Apr
9064,9064,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2021,5,118510,5/1/2021,6,21-May
9065,9065,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2021,6,66830,6/1/2021,5,21-Jun
9066,9066,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2021,7,68370,7/1/2021,5,21-Jul
9067,9067,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2021,8,65110,8/1/2021,5,21-Aug
9068,9068,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2021,9,62770,9/1/2021,5,21-Sep
9069,9069,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2021,10,70310,10/1/2021,5,21-Oct
9070,9070,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2021,11,127340,11/1/2021,6,21-Nov
9071,9071,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2021,12,140390,12/1/2021,6,21-Dec
9072,9072,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2022,1,157240,1/1/2022,6,22-Jan
9073,9073,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2022,2,104690,2/1/2022,6,22-Feb
9074,9074,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2022,3,78770,3/1/2022,5,22-Mar
9075,9075,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2022,4,104510,4/1/2022,6,22-Apr
9076,9076,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2022,5,115540,5/1/2022,6,22-May
9077,9077,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2022,6,67130,6/1/2022,5,22-Jun
9078,9078,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2022,7,64190,7/1/2022,5,22-Jul
9079,9079,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2022,8,77980,8/1/2022,5,22-Aug
9080,9080,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2022,9,49290,9/1/2022,5,22-Sep
9081,9081,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2022,10,44770,10/1/2022,5,22-Oct
9082,9082,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2022,11,38920,11/1/2022,5,22-Nov
9083,9083,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2022,12,38310,12/1/2022,5,22-Dec
9084,9084,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2023,1,12230,1/1/2023,5,23-Jan
9085,9085,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2023,2,10970,2/1/2023,5,23-Feb
9086,9086,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2023,3,2460,3/1/2023,4,23-Mar
9087,9087,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2023,4,0,4/1/2023,0,23-Apr
9088,9088,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2023,5,0,5/1/2023,0,23-May
9089,9089,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2023,6,0,6/1/2023,0,23-Jun
9090,9090,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2023,7,0,7/1/2023,0,23-Jul
9091,9091,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2023,8,0,8/1/2023,0,23-Aug
9092,9092,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2023,9,0,9/1/2023,0,23-Sep
9093,9093,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2023,10,4060,10/1/2023,4,23-Oct
9094,9094,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2023,11,2910,11/1/2023,4,23-Nov
9095,9095,Trinidad and Tobago,Port of Spain,10.6603,-61.5086,2023,12,0,12/1/2023,0,23-Dec
9096,9096,Tunisia,Tunis,36.5,10.11,2020,1,15200,1/1/2020,5,20-Jan
9097,9097,Tunisia,Tunis,36.5,10.11,2020,2,49000,2/1/2020,5,20-Feb
9098,9098,Tunisia,Tunis,36.5,10.11,2020,3,30800,3/1/2020,5,20-Mar
9099,9099,Tunisia,Tunis,36.5,10.11,2020,4,56660,4/1/2020,5,20-Apr
9100,9100,Tunisia,Tunis,36.5,10.11,2020,5,33850,5/1/2020,5,20-May
9101,9101,Tunisia,Tunis,36.5,10.11,2020,6,14340,6/1/2020,5,20-Jun
9102,9102,Tunisia,Tunis,36.5,10.11,2020,7,62510,7/1/2020,5,20-Jul
9103,9103,Tunisia,Tunis,36.5,10.11,2020,8,74130,8/1/2020,5,20-Aug
9104,9104,Tunisia,Tunis,36.5,10.11,2020,9,136850,9/1/2020,6,20-Sep
9105,9105,Tunisia,Tunis,36.5,10.11,2020,10,345240,10/1/2020,6,20-Oct
