,Unnamed: 0,location,capital,lat,lon,year,month,new_cases,date,richter,date-2
0,0,Afghanistan,Kabul,34.28,69.11,2020,1,20220,1/1/2020,5,20-Jan
1,1,Afghanistan,Kabul,34.28,69.11,2020,2,16950,2/1/2020,5,20-Feb
2,2,Afghanistan,Kabul,34.28,69.11,2020,3,17150,3/1/2020,5,20-Mar
3,3,Afghanistan,Kabul,34.28,69.11,2020,4,26990,4/1/2020,5,20-Apr
4,4,Afghanistan,Kabul,34.28,69.11,2020,5,119940,5/1/2020,6,20-May
5,5,Afghanistan,Kabul,34.28,69.11,2020,6,99000,6/1/2020,5,20-Jun
6,6,Afghanistan,Kabul,34.28,69.11,2020,7,39020,7/1/2020,5,20-Jul
7,7,Afghanistan,Kabul,34.28,69.11,2020,8,22940,8/1/2020,5,20-Aug
8,8,Afghanistan,Kabul,34.28,69.11,2020,9,15080,9/1/2020,5,20-Sep
9,9,Afghanistan,Kabul,34.28,69.11,2020,10,41050,10/1/2020,5,20-Oct
10,10,Afghanistan,Kabul,34.28,69.11,2020,11,55000,11/1/2020,5,20-Nov
11,11,Afghanistan,Kabul,34.28,69.11,2020,12,49980,12/1/2020,5,20-Dec
12,12,Afghanistan,Kabul,34.28,69.11,2021,1,51380,1/1/2021,5,21-Jan
13,13,Afghanistan,Kabul,34.28,69.11,2021,2,42380,2/1/2021,5,21-Feb
14,14,Afghanistan,Kabul,34.28,69.11,2021,3,40020,3/1/2021,5,21-Mar
15,15,Afghanistan,Kabul,34.28,69.11,2021,4,64170,4/1/2021,5,21-Apr
16,16,Afghanistan,Kabul,34.28,69.11,2021,5,126370,5/1/2021,6,21-May
17,17,Afghanistan,Kabul,34.28,69.11,2021,6,339870,6/1/2021,6,21-Jun
18,18,Afghanistan,Kabul,34.28,69.11,2021,7,167560,7/1/2021,6,21-Jul
19,19,Afghanistan,Kabul,34.28,69.11,2021,8,51630,8/1/2021,5,21-Aug
20,20,Afghanistan,Kabul,34.28,69.11,2021,9,51220,9/1/2021,5,21-Sep
21,21,Afghanistan,Kabul,34.28,69.11,2021,10,45890,10/1/2021,5,21-Oct
22,22,Afghanistan,Kabul,34.28,69.11,2021,11,42530,11/1/2021,5,21-Nov
23,23,Afghanistan,Kabul,34.28,69.11,2021,12,34520,12/1/2021,5,21-Dec
24,24,Afghanistan,Kabul,34.28,69.11,2022,1,63230,1/1/2022,5,22-Jan
25,25,Afghanistan,Kabul,34.28,69.11,2022,2,50150,2/1/2022,5,22-Feb
26,26,Afghanistan,Kabul,34.28,69.11,2022,3,35210,3/1/2022,5,22-Mar
27,27,Afghanistan,Kabul,34.28,69.11,2022,4,23080,4/1/2022,5,22-Apr
28,28,Afghanistan,Kabul,34.28,69.11,2022,5,25580,5/1/2022,5,22-May
29,29,Afghanistan,Kabul,34.28,69.11,2022,6,33850,6/1/2022,5,22-Jun
30,30,Afghanistan,Kabul,34.28,69.11,2022,7,49120,7/1/2022,5,22-Jul
31,31,Afghanistan,Kabul,34.28,69.11,2022,8,67270,8/1/2022,5,22-Aug
32,32,Afghanistan,Kabul,34.28,69.11,2022,9,49990,9/1/2022,5,22-Sep
33,33,Afghanistan,Kabul,34.28,69.11,2022,10,43750,10/1/2022,5,22-Oct
34,34,Afghanistan,Kabul,34.28,69.11,2022,11,33440,11/1/2022,5,22-Nov
35,35,Afghanistan,Kabul,34.28,69.11,2022,12,20140,12/1/2022,5,22-Dec
36,36,Afghanistan,Kabul,34.28,69.11,2023,1,7270,1/1/2023,4,23-Jan
37,37,Afghanistan,Kabul,34.28,69.11,2023,2,4860,2/1/2023,4,23-Feb
38,38,Afghanistan,Kabul,34.28,69.11,2023,3,310,3/1/2023,3,23-Mar
39,39,Afghanistan,Kabul,34.28,69.11,2023,4,680,4/1/2023,3,23-Apr
40,40,Afghanistan,Kabul,34.28,69.11,2023,5,390,5/1/2023,3,23-May
41,41,Afghanistan,Kabul,34.28,69.11,2023,6,950,6/1/2023,3,23-Jun
42,42,Afghanistan,Kabul,34.28,69.11,2023,7,170,7/1/2023,3,23-Jul
43,43,Afghanistan,Kabul,34.28,69.11,2023,8,1030,8/1/2023,4,23-Aug
44,44,Afghanistan,Kabul,34.28,69.11,2023,9,220,9/1/2023,3,23-Sep
45,45,Afghanistan,Kabul,34.28,69.11,2023,10,1970,10/1/2023,4,23-Oct
46,46,Afghanistan,Kabul,34.28,69.11,2023,11,620,11/1/2023,3,23-Nov
47,47,Afghanistan,Kabul,34.28,69.11,2023,12,110,12/1/2023,3,23-Dec
48,48,Albania,Tirane,41.18,19.49,2020,1,16050,1/1/2024,5,24-Jan
49,49,Albania,Tirane,41.18,19.49,2020,2,15580,2/1/2024,5,24-Feb
50,50,Albania,Tirane,41.18,19.49,2020,3,18950,3/1/2024,5,24-Mar
51,51,Albania,Tirane,41.18,19.49,2020,4,20430,4/1/2020,5,20-Apr
52,52,Albania,Tirane,41.18,19.49,2020,5,20800,5/1/2020,5,20-May
53,53,Albania,Tirane,41.18,19.49,2020,6,30050,6/1/2020,5,20-Jun
54,54,Albania,Tirane,41.18,19.49,2020,7,35640,7/1/2020,5,20-Jul
55,55,Albania,Tirane,41.18,19.49,2020,8,45000,8/1/2020,5,20-Aug
56,56,Albania,Tirane,41.18,19.49,2020,9,43300,9/1/2020,5,20-Sep
57,57,Albania,Tirane,41.18,19.49,2020,10,73460,10/1/2020,5,20-Oct
58,58,Albania,Tirane,41.18,19.49,2020,11,139090,11/1/2020,6,20-Nov
59,59,Albania,Tirane,41.18,19.49,2020,12,124810,12/1/2020,6,20-Dec
60,60,Albania,Tirane,41.18,19.49,2021,1,176960,1/1/2021,6,21-Jan
61,61,Albania,Tirane,41.18,19.49,2021,2,218650,2/1/2021,6,21-Feb
62,62,Albania,Tirane,41.18,19.49,2021,3,141390,3/1/2021,6,21-Mar
63,63,Albania,Tirane,41.18,19.49,2021,4,70730,4/1/2021,5,21-Apr
64,64,Albania,Tirane,41.18,19.49,2021,5,61700,5/1/2021,5,21-May
65,65,Albania,Tirane,41.18,19.49,2021,6,43430,6/1/2021,5,21-Jun
66,66,Albania,Tirane,41.18,19.49,2021,7,64010,7/1/2021,5,21-Jul
67,67,Albania,Tirane,41.18,19.49,2021,8,166440,8/1/2021,6,21-Aug
68,68,Albania,Tirane,41.18,19.49,2021,9,185380,9/1/2021,6,21-Sep
69,69,Albania,Tirane,41.18,19.49,2021,10,149440,10/1/2021,6,21-Oct
70,70,Albania,Tirane,41.18,19.49,2021,11,126030,11/1/2021,6,21-Nov
71,71,Albania,Tirane,41.18,19.49,2021,12,114920,12/1/2021,6,21-Dec
72,72,Albania,Tirane,41.18,19.49,2022,1,355970,1/1/2022,6,22-Jan
73,73,Albania,Tirane,41.18,19.49,2022,2,97620,2/1/2022,5,22-Feb
74,74,Albania,Tirane,41.18,19.49,2022,3,29490,3/1/2022,5,22-Mar
75,75,Albania,Tirane,41.18,19.49,2022,4,52050,4/1/2022,5,22-Apr
76,76,Albania,Tirane,41.18,19.49,2022,5,17120,5/1/2022,5,22-May
77,77,Albania,Tirane,41.18,19.49,2022,6,92040,6/1/2022,5,22-Jun
78,78,Albania,Tirane,41.18,19.49,2022,7,265530,7/1/2022,6,22-Jul
79,79,Albania,Tirane,41.18,19.49,2022,8,109730,8/1/2022,6,22-Aug
80,80,Albania,Tirane,41.18,19.49,2022,9,90110,9/1/2022,5,22-Sep
81,81,Albania,Tirane,41.18,19.49,2022,10,42200,10/1/2022,5,22-Oct
82,82,Albania,Tirane,41.18,19.49,2022,11,35180,11/1/2022,5,22-Nov
83,83,Albania,Tirane,41.18,19.49,2022,12,48780,12/1/2022,5,22-Dec
84,84,Albania,Tirane,41.18,19.49,2023,1,1810,1/1/2023,4,23-Jan
85,85,Albania,Tirane,41.18,19.49,2023,2,1470,2/1/2023,4,23-Feb
86,86,Albania,Tirane,41.18,19.49,2023,3,350,3/1/2023,3,23-Mar
87,87,Albania,Tirane,41.18,19.49,2023,4,70,4/1/2023,2,23-Apr
88,88,Albania,Tirane,41.18,19.49,2023,5,390,5/1/2023,3,23-May
89,89,Albania,Tirane,41.18,19.49,2023,6,370,6/1/2023,3,23-Jun
90,90,Albania,Tirane,41.18,19.49,2023,7,290,7/1/2023,3,23-Jul
91,91,Albania,Tirane,41.18,19.49,2023,8,420,8/1/2023,3,23-Aug
92,92,Albania,Tirane,41.18,19.49,2023,9,80,9/1/2023,2,23-Sep
93,93,Albania,Tirane,41.18,19.49,2023,10,470,10/1/2023,3,23-Oct
94,94,Albania,Tirane,41.18,19.49,2023,11,50,11/1/2023,2,23-Nov
95,95,Albania,Tirane,41.18,19.49,2023,12,440,12/1/2023,3,23-Dec
96,96,Algeria,Algiers,36.42,3.08,2020,1,31010,1/1/2020,5,20-Jan
97,97,Algeria,Algiers,36.42,3.08,2020,2,30120,2/1/2020,5,20-Feb
98,98,Algeria,Algiers,36.42,3.08,2020,3,37920,3/1/2020,5,20-Mar
99,99,Algeria,Algiers,36.42,3.08,2020,4,52090,4/1/2020,5,20-Apr
100,100,Algeria,Algiers,36.42,3.08,2020,5,65280,5/1/2020,5,20-May
101,101,Algeria,Algiers,36.42,3.08,2020,6,64280,6/1/2020,5,20-Jun
102,102,Algeria,Algiers,36.42,3.08,2020,7,141010,7/1/2020,6,20-Jul
103,103,Algeria,Algiers,36.42,3.08,2020,8,108900,8/1/2020,6,20-Aug
104,104,Algeria,Algiers,36.42,3.08,2020,9,65150,9/1/2020,5,20-Sep
105,105,Algeria,Algiers,36.42,3.08,2020,10,76910,10/1/2020,5,20-Oct
106,106,Algeria,Algiers,36.42,3.08,2020,11,211390,11/1/2020,6,20-Nov
107,107,Algeria,Algiers,36.42,3.08,2020,12,112040,12/1/2020,6,20-Dec
108,108,Algeria,Algiers,36.42,3.08,2021,1,85390,1/1/2021,5,21-Jan
109,109,Algeria,Algiers,36.42,3.08,2021,2,68890,2/1/2021,5,21-Feb
110,110,Algeria,Algiers,36.42,3.08,2021,3,60820,3/1/2021,5,21-Mar
111,111,Algeria,Algiers,36.42,3.08,2021,4,76430,4/1/2021,5,21-Apr
112,112,Algeria,Algiers,36.42,3.08,2021,5,81530,5/1/2021,5,21-May
113,113,Algeria,Algiers,36.42,3.08,2021,6,99720,6/1/2021,5,21-Jun
114,114,Algeria,Algiers,36.42,3.08,2021,7,284060,7/1/2021,6,21-Jul
115,115,Algeria,Algiers,36.42,3.08,2021,8,147250,8/1/2021,6,21-Aug
116,116,Algeria,Algiers,36.42,3.08,2021,9,72260,9/1/2021,5,21-Sep
117,117,Algeria,Algiers,36.42,3.08,2021,10,54040,10/1/2021,5,21-Oct
118,118,Algeria,Algiers,36.42,3.08,2021,11,64390,11/1/2021,5,21-Nov
119,119,Algeria,Algiers,36.42,3.08,2021,12,93440,12/1/2021,5,21-Dec
120,120,Algeria,Algiers,36.42,3.08,2022,1,303620,1/1/2022,6,22-Jan
121,121,Algeria,Algiers,36.42,3.08,2022,2,56670,2/1/2022,5,22-Feb
122,122,Algeria,Algiers,36.42,3.08,2022,3,18090,3/1/2022,5,22-Mar
123,123,Algeria,Algiers,36.42,3.08,2022,4,17090,4/1/2022,5,22-Apr
124,124,Algeria,Algiers,36.42,3.08,2022,5,15520,5/1/2022,5,22-May
125,125,Algeria,Algiers,36.42,3.08,2022,6,11550,6/1/2022,5,22-Jun
126,126,Algeria,Algiers,36.42,3.08,2022,7,23500,7/1/2022,5,22-Jul
127,127,Algeria,Algiers,36.42,3.08,2022,8,26790,8/1/2022,5,22-Aug
128,128,Algeria,Algiers,36.42,3.08,2022,9,13450,9/1/2022,5,22-Sep
129,129,Algeria,Algiers,36.42,3.08,2022,10,12990,10/1/2022,5,22-Oct
130,130,Algeria,Algiers,36.42,3.08,2022,11,14480,11/1/2022,5,22-Nov
131,131,Algeria,Algiers,36.42,3.08,2022,12,14210,12/1/2022,5,22-Dec
132,132,Algeria,Algiers,36.42,3.08,2023,1,1160,1/1/2023,4,23-Jan
133,133,Algeria,Algiers,36.42,3.08,2023,2,480,2/1/2023,3,23-Feb
134,134,Algeria,Algiers,36.42,3.08,2023,3,150,3/1/2023,3,23-Mar
135,135,Algeria,Algiers,36.42,3.08,2023,4,60,4/1/2023,2,23-Apr
136,136,Algeria,Algiers,36.42,3.08,2023,5,80,5/1/2023,2,23-May
137,137,Algeria,Algiers,36.42,3.08,2023,6,70,6/1/2023,2,23-Jun
138,138,Algeria,Algiers,36.42,3.08,2023,7,80,7/1/2023,2,23-Jul
139,139,Algeria,Algiers,36.42,3.08,2023,8,40,8/1/2023,2,23-Aug
140,140,Algeria,Algiers,36.42,3.08,2023,9,40,9/1/2023,2,23-Sep
141,141,Algeria,Algiers,36.42,3.08,2023,10,70,10/1/2023,2,23-Oct
142,142,Algeria,Algiers,36.42,3.08,2023,11,90,11/1/2023,2,23-Nov
143,143,Algeria,Algiers,36.42,3.08,2023,12,90,12/1/2023,2,23-Dec
144,144,Andorra,Andorra la Vella,42.31,1.32,2020,1,1370,1/1/2020,4,20-Jan
145,145,Andorra,Andorra la Vella,42.31,1.32,2020,2,3100,2/1/2020,4,20-Feb
146,146,Andorra,Andorra la Vella,42.31,1.32,2020,3,4900,3/1/2020,4,20-Mar
147,147,Andorra,Andorra la Vella,42.31,1.32,2020,4,3410,4/1/2020,4,20-Apr
148,148,Andorra,Andorra la Vella,42.31,1.32,2020,5,4420,5/1/2020,4,20-May
149,149,Andorra,Andorra la Vella,42.31,1.32,2020,6,760,6/1/2020,3,20-Jun
150,150,Andorra,Andorra la Vella,42.31,1.32,2020,7,5640,7/1/2020,4,20-Jul
151,151,Andorra,Andorra la Vella,42.31,1.32,2020,8,3250,8/1/2020,4,20-Aug
152,152,Andorra,Andorra la Vella,42.31,1.32,2020,9,9840,9/1/2020,4,20-Sep
153,153,Andorra,Andorra la Vella,42.31,1.32,2020,10,18560,10/1/2020,5,20-Oct
154,154,Andorra,Andorra la Vella,42.31,1.32,2020,11,13080,11/1/2020,5,20-Nov
155,155,Andorra,Andorra la Vella,42.31,1.32,2020,12,12160,12/1/2020,5,20-Dec
156,156,Andorra,Andorra la Vella,42.31,1.32,2021,1,17570,1/1/2021,5,21-Jan
157,157,Andorra,Andorra la Vella,42.31,1.32,2021,2,9860,2/1/2021,4,21-Feb
158,158,Andorra,Andorra la Vella,42.31,1.32,2021,3,14400,3/1/2021,5,21-Mar
159,159,Andorra,Andorra la Vella,42.31,1.32,2021,4,10090,4/1/2021,5,21-Apr
160,160,Andorra,Andorra la Vella,42.31,1.32,2021,5,4680,5/1/2021,4,21-May
161,161,Andorra,Andorra la Vella,42.31,1.32,2021,6,10060,6/1/2021,5,21-Jun
162,162,Andorra,Andorra la Vella,42.31,1.32,2021,7,8910,7/1/2021,4,21-Jul
163,163,Andorra,Andorra la Vella,42.31,1.32,2021,8,5020,8/1/2021,4,21-Aug
164,164,Andorra,Andorra la Vella,42.31,1.32,2021,9,8690,9/1/2021,4,21-Sep
165,165,Andorra,Andorra la Vella,42.31,1.32,2021,10,5880,10/1/2021,4,21-Oct
166,166,Andorra,Andorra la Vella,42.31,1.32,2021,11,14430,11/1/2021,5,21-Nov
167,167,Andorra,Andorra la Vella,42.31,1.32,2021,12,47320,12/1/2021,5,21-Dec
168,168,Andorra,Andorra la Vella,42.31,1.32,2022,1,76280,1/1/2022,5,22-Jan
169,169,Andorra,Andorra la Vella,42.31,1.32,2022,2,13530,2/1/2022,5,22-Feb
170,170,Andorra,Andorra la Vella,42.31,1.32,2022,3,26980,3/1/2022,5,22-Mar
171,171,Andorra,Andorra la Vella,42.31,1.32,2022,4,19100,4/1/2022,5,22-Apr
172,172,Andorra,Andorra la Vella,42.31,1.32,2022,5,12250,5/1/2022,5,22-May
173,173,Andorra,Andorra la Vella,42.31,1.32,2022,6,10920,6/1/2022,5,22-Jun
174,174,Andorra,Andorra la Vella,42.31,1.32,2022,7,29680,7/1/2022,5,22-Jul
175,175,Andorra,Andorra la Vella,42.31,1.32,2022,8,3750,8/1/2022,4,22-Aug
176,176,Andorra,Andorra la Vella,42.31,1.32,2022,9,4550,9/1/2022,4,22-Sep
177,177,Andorra,Andorra la Vella,42.31,1.32,2022,10,19350,10/1/2022,5,22-Oct
178,178,Andorra,Andorra la Vella,42.31,1.32,2022,11,11800,11/1/2022,5,22-Nov
179,179,Andorra,Andorra la Vella,42.31,1.32,2022,12,11920,12/1/2022,5,22-Dec
180,180,Andorra,Andorra la Vella,42.31,1.32,2023,1,670,1/1/2023,3,23-Jan
181,181,Andorra,Andorra la Vella,42.31,1.32,2023,2,60,2/1/2023,2,23-Feb
182,182,Andorra,Andorra la Vella,42.31,1.32,2023,3,110,3/1/2023,3,23-Mar
183,183,Andorra,Andorra la Vella,42.31,1.32,2023,4,0,4/1/2023,0,23-Apr
184,184,Andorra,Andorra la Vella,42.31,1.32,2023,5,300,5/1/2023,3,23-May
185,185,Andorra,Andorra la Vella,42.31,1.32,2023,6,0,6/1/2023,0,23-Jun
186,186,Andorra,Andorra la Vella,42.31,1.32,2023,7,0,7/1/2023,0,23-Jul
187,187,Andorra,Andorra la Vella,42.31,1.32,2023,8,0,8/1/2023,0,23-Aug
188,188,Andorra,Andorra la Vella,42.31,1.32,2023,9,100,9/1/2023,3,23-Sep
189,189,Andorra,Andorra la Vella,42.31,1.32,2023,10,0,10/1/2023,0,23-Oct
190,190,Andorra,Andorra la Vella,42.31,1.32,2023,11,0,11/1/2023,0,23-Nov
191,191,Andorra,Andorra la Vella,42.31,1.32,2023,12,0,12/1/2023,0,23-Dec
192,192,Angola,Luanda,-8.5,13.15,2020,1,5860,1/1/2020,4,20-Jan
193,193,Angola,Luanda,-8.5,13.15,2020,2,4700,2/1/2020,4,20-Feb
194,194,Angola,Luanda,-8.5,13.15,2020,3,6790,3/1/2020,4,20-Mar
195,195,Angola,Luanda,-8.5,13.15,2020,4,5630,4/1/2020,4,20-Apr
196,196,Angola,Luanda,-8.5,13.15,2020,5,6160,5/1/2020,4,20-May
197,197,Angola,Luanda,-8.5,13.15,2020,6,6470,6/1/2020,4,20-Jun
198,198,Angola,Luanda,-8.5,13.15,2020,7,9260,7/1/2020,4,20-Jul
199,199,Angola,Luanda,-8.5,13.15,2020,8,14000,8/1/2020,5,20-Aug
200,200,Angola,Luanda,-8.5,13.15,2020,9,22050,9/1/2020,5,20-Sep
201,201,Angola,Luanda,-8.5,13.15,2020,10,50020,10/1/2020,5,20-Oct
202,202,Angola,Luanda,-8.5,13.15,2020,11,26060,11/1/2020,5,20-Nov
203,203,Angola,Luanda,-8.5,13.15,2020,12,18530,12/1/2020,5,20-Dec
204,204,Angola,Luanda,-8.5,13.15,2021,1,39240,1/1/2021,5,21-Jan
205,205,Angola,Luanda,-8.5,13.15,2021,2,21890,2/1/2021,5,21-Feb
206,206,Angola,Luanda,-8.5,13.15,2021,3,24310,3/1/2021,5,21-Mar
207,207,Angola,Luanda,-8.5,13.15,2021,4,40630,4/1/2021,5,21-Apr
208,208,Angola,Luanda,-8.5,13.15,2021,5,72730,5/1/2021,5,21-May
209,209,Angola,Luanda,-8.5,13.15,2021,6,41780,6/1/2021,5,21-Jun
210,210,Angola,Luanda,-8.5,13.15,2021,7,43360,7/1/2021,5,21-Jul
211,211,Angola,Luanda,-8.5,13.15,2021,8,47420,8/1/2021,5,21-Aug
212,212,Angola,Luanda,-8.5,13.15,2021,9,76280,9/1/2021,5,21-Sep
213,213,Angola,Luanda,-8.5,13.15,2021,10,39630,10/1/2021,5,21-Oct
214,214,Angola,Luanda,-8.5,13.15,2021,11,18360,11/1/2021,5,21-Nov
215,215,Angola,Luanda,-8.5,13.15,2021,12,174770,12/1/2021,6,21-Dec
216,216,Angola,Luanda,-8.5,13.15,2022,1,71540,1/1/2022,5,22-Jan
217,217,Angola,Luanda,-8.5,13.15,2022,2,7900,2/1/2022,4,22-Feb
218,218,Angola,Luanda,-8.5,13.15,2022,3,11560,3/1/2022,5,22-Mar
219,219,Angola,Luanda,-8.5,13.15,2022,4,10660,4/1/2022,5,22-Apr
220,220,Angola,Luanda,-8.5,13.15,2022,5,28640,5/1/2022,5,22-May
221,221,Angola,Luanda,-8.5,13.15,2022,6,25710,6/1/2022,5,22-Jun
222,222,Angola,Luanda,-8.5,13.15,2022,7,22340,7/1/2022,5,22-Jul
223,223,Angola,Luanda,-8.5,13.15,2022,8,5140,8/1/2022,4,22-Aug
224,224,Angola,Luanda,-8.5,13.15,2022,9,10170,9/1/2022,5,22-Sep
225,225,Angola,Luanda,-8.5,13.15,2022,10,6190,10/1/2022,4,22-Oct
226,226,Angola,Luanda,-8.5,13.15,2022,11,24040,11/1/2022,5,22-Nov
227,227,Angola,Luanda,-8.5,13.15,2022,12,11130,12/1/2022,5,22-Dec
228,228,Angola,Luanda,-8.5,13.15,2023,1,1110,1/1/2023,4,23-Jan
229,229,Angola,Luanda,-8.5,13.15,2023,2,710,2/1/2023,3,23-Feb
230,230,Angola,Luanda,-8.5,13.15,2023,3,0,3/1/2023,0,23-Mar
231,231,Angola,Luanda,-8.5,13.15,2023,4,0,4/1/2023,0,23-Apr
232,232,Angola,Luanda,-8.5,13.15,2023,5,0,5/1/2023,0,23-May
233,233,Angola,Luanda,-8.5,13.15,2023,6,0,6/1/2023,0,23-Jun
234,234,Angola,Luanda,-8.5,13.15,2023,7,0,7/1/2023,0,23-Jul
235,235,Angola,Luanda,-8.5,13.15,2023,8,0,8/1/2023,0,23-Aug
236,236,Angola,Luanda,-8.5,13.15,2023,9,0,9/1/2023,0,23-Sep
237,237,Angola,Luanda,-8.5,13.15,2023,10,0,10/1/2023,0,23-Oct
238,238,Angola,Luanda,-8.5,13.15,2023,11,0,11/1/2023,0,23-Nov
239,239,Angola,Luanda,-8.5,13.15,2023,12,0,12/1/2023,0,23-Dec
240,240,Antigua and Barbuda,West Indies,17.2,-61.48,2020,1,20,1/1/2020,2,20-Jan
241,241,Antigua and Barbuda,West Indies,17.2,-61.48,2020,2,90,2/1/2020,2,20-Feb
242,242,Antigua and Barbuda,West Indies,17.2,-61.48,2020,3,160,3/1/2020,3,20-Mar
243,243,Antigua and Barbuda,West Indies,17.2,-61.48,2020,4,50,4/1/2020,2,20-Apr
244,244,Antigua and Barbuda,West Indies,17.2,-61.48,2020,5,10,5/1/2020,2,20-May
245,245,Antigua and Barbuda,West Indies,17.2,-61.48,2020,6,450,6/1/2020,3,20-Jun
246,246,Antigua and Barbuda,West Indies,17.2,-61.48,2020,7,250,7/1/2020,3,20-Jul
247,247,Antigua and Barbuda,West Indies,17.2,-61.48,2020,8,50,8/1/2020,2,20-Aug
248,248,Antigua and Barbuda,West Indies,17.2,-61.48,2020,9,90,9/1/2020,2,20-Sep
249,249,Antigua and Barbuda,West Indies,17.2,-61.48,2020,10,180,10/1/2020,3,20-Oct
250,250,Antigua and Barbuda,West Indies,17.2,-61.48,2020,11,130,11/1/2020,3,20-Nov
251,251,Antigua and Barbuda,West Indies,17.2,-61.48,2020,12,120,12/1/2020,3,20-Dec
252,252,Antigua and Barbuda,West Indies,17.2,-61.48,2021,1,2220,1/1/2021,4,21-Jan
253,253,Antigua and Barbuda,West Indies,17.2,-61.48,2021,2,4300,2/1/2021,4,21-Feb
254,254,Antigua and Barbuda,West Indies,17.2,-61.48,2021,3,3230,3/1/2021,4,21-Mar
255,255,Antigua and Barbuda,West Indies,17.2,-61.48,2021,4,1190,4/1/2021,4,21-Apr
256,256,Antigua and Barbuda,West Indies,17.2,-61.48,2021,5,1730,5/1/2021,4,21-May
257,257,Antigua and Barbuda,West Indies,17.2,-61.48,2021,6,1080,6/1/2021,4,21-Jun
258,258,Antigua and Barbuda,West Indies,17.2,-61.48,2021,7,2510,7/1/2021,4,21-Jul
259,259,Antigua and Barbuda,West Indies,17.2,-61.48,2021,8,4100,8/1/2021,4,21-Aug
260,260,Antigua and Barbuda,West Indies,17.2,-61.48,2021,9,12380,9/1/2021,5,21-Sep
261,261,Antigua and Barbuda,West Indies,17.2,-61.48,2021,10,3990,10/1/2021,4,21-Oct
262,262,Antigua and Barbuda,West Indies,17.2,-61.48,2021,11,1990,11/1/2021,4,21-Nov
263,263,Antigua and Barbuda,West Indies,17.2,-61.48,2021,12,2530,12/1/2021,4,21-Dec
264,264,Antigua and Barbuda,West Indies,17.2,-61.48,2022,1,14400,1/1/2022,5,22-Jan
265,265,Antigua and Barbuda,West Indies,17.2,-61.48,2022,2,2640,2/1/2022,4,22-Feb
266,266,Antigua and Barbuda,West Indies,17.2,-61.48,2022,3,250,3/1/2022,3,22-Mar
267,267,Antigua and Barbuda,West Indies,17.2,-61.48,2022,4,4170,4/1/2022,4,22-Apr
268,268,Antigua and Barbuda,West Indies,17.2,-61.48,2022,5,5470,5/1/2022,4,22-May
269,269,Antigua and Barbuda,West Indies,17.2,-61.48,2022,6,5020,6/1/2022,4,22-Jun
270,270,Antigua and Barbuda,West Indies,17.2,-61.48,2022,7,1320,7/1/2022,4,22-Jul
271,271,Antigua and Barbuda,West Indies,17.2,-61.48,2022,8,3100,8/1/2022,4,22-Aug
272,272,Antigua and Barbuda,West Indies,17.2,-61.48,2022,9,3720,9/1/2022,4,22-Sep
273,273,Antigua and Barbuda,West Indies,17.2,-61.48,2022,10,5410,10/1/2022,4,22-Oct
274,274,Antigua and Barbuda,West Indies,17.2,-61.48,2022,11,730,11/1/2022,3,22-Nov
275,275,Antigua and Barbuda,West Indies,17.2,-61.48,2022,12,2000,12/1/2022,4,22-Dec
276,276,Antigua and Barbuda,West Indies,17.2,-61.48,2023,1,0,1/1/2023,0,23-Jan
277,277,Antigua and Barbuda,West Indies,17.2,-61.48,2023,2,0,2/1/2023,0,23-Feb
278,278,Antigua and Barbuda,West Indies,17.2,-61.48,2023,3,0,3/1/2023,0,23-Mar
279,279,Antigua and Barbuda,West Indies,17.2,-61.48,2023,4,0,4/1/2023,0,23-Apr
280,280,Antigua and Barbuda,West Indies,17.2,-61.48,2023,5,0,5/1/2023,0,23-May
281,281,Antigua and Barbuda,West Indies,17.2,-61.48,2023,6,0,6/1/2023,0,23-Jun
282,282,Antigua and Barbuda,West Indies,17.2,-61.48,2023,7,0,7/1/2023,0,23-Jul
283,283,Antigua and Barbuda,West Indies,17.2,-61.48,2023,8,0,8/1/2023,0,23-Aug
284,284,Antigua and Barbuda,West Indies,17.2,-61.48,2023,9,0,9/1/2023,0,23-Sep
285,285,Antigua and Barbuda,West Indies,17.2,-61.48,2023,10,0,10/1/2023,0,23-Oct
286,286,Antigua and Barbuda,West Indies,17.2,-61.48,2023,11,0,11/1/2023,0,23-Nov
287,287,Antigua and Barbuda,West Indies,17.2,-61.48,2023,12,0,12/1/2023,0,23-Dec
288,288,Argentina,Buenos Aires,-36.3,-60,2020,1,477270,1/1/2020,6,20-Jan
289,289,Argentina,Buenos Aires,-36.3,-60,2020,2,520030,2/1/2020,6,20-Feb
290,290,Argentina,Buenos Aires,-36.3,-60,2020,3,528170,3/1/2020,6,20-Mar
291,291,Argentina,Buenos Aires,-36.3,-60,2020,4,487900,4/1/2020,6,20-Apr
292,292,Argentina,Buenos Aires,-36.3,-60,2020,5,583140,5/1/2020,6,20-May
293,293,Argentina,Buenos Aires,-36.3,-60,2020,6,839760,6/1/2020,6,20-Jun
294,294,Argentina,Buenos Aires,-36.3,-60,2020,7,1395120,7/1/2020,7,20-Jul
295,295,Argentina,Buenos Aires,-36.3,-60,2020,8,1964780,8/1/2020,7,20-Aug
296,296,Argentina,Buenos Aires,-36.3,-60,2020,9,2552350,9/1/2020,7,20-Sep
297,297,Argentina,Buenos Aires,-36.3,-60,2020,10,3188890,10/1/2020,7,20-Oct
298,298,Argentina,Buenos Aires,-36.3,-60,2020,11,1919610,11/1/2020,7,20-Nov
